N0,D0,Q0,Q1,N1,D1,N_multiplier,D_multiplier,N_status,D_status
7.0,500.0,0.5,0.45000000000000007,7.90513672588726,,1.1293052465553228,,supported,no_equal_loss_root_in_support
7.0,500.0,0.5,0.45999999999999996,7.717970763988126,578.746448772189,1.1025672519983039,1.157492897544378,supported,supported
7.0,500.0,0.5,0.47,7.533878806629369,557.8114398073133,1.0762684009470527,1.1156228796146266,supported,supported
7.0,500.0,0.5,0.48,7.352856772922278,537.7338260152181,1.0504081104174683,1.0754676520304363,supported,supported
7.0,500.0,0.5,0.49,7.174899352023667,518.4754653167812,1.0249856217176667,1.0369509306335625,supported,supported
7.0,500.0,0.5,0.5,6.999999999999957,499.99999999999835,0.9999999999999939,0.9999999999999967,supported,supported
7.0,500.0,0.5,0.51,6.828150938411491,482.2727715761822,0.9754501340587843,0.9645455431523644,supported,supported
7.0,500.0,0.5,0.52,6.659343154699173,465.26073963410454,0.9513347363855962,0.930521479268209,supported,supported
7.0,500.0,0.5,0.53,6.49356640439551,448.9324045171419,0.9276523434850729,0.8978648090342838,supported,supported
7.0,500.0,0.5,0.54,6.330809215155499,433.25773365497133,0.9044013164507856,0.8665154673099427,supported,supported
7.0,500.0,0.5,0.55,6.171058892713486,418.20809138752855,0.8815798418162123,0.8364161827750571,supported,supported
7.0,500.0,0.5,0.56,6.014301528693361,403.7561721248945,0.8591859326704802,0.8075123442497889,supported,supported
7.0,500.0,0.5,0.5700000000000001,5.860522010351177,389.8759366929122,0.8372174300501681,0.7797518733858244,supported,supported
7.0,500.0,0.5,0.58,5.709704032231714,376.54255172003656,0.8156720046045305,0.7530851034400731,supported,supported
7.0,500.0,0.5,0.59,5.5618301097459115,363.73233192664145,0.7945471585351302,0.7274646638532829,supported,supported
7.0,500.0,0.5,0.6,5.416881594664683,351.42268518365387,0.7738402278092404,0.7028453703673078,supported,supported
7.0,500.0,0.5,0.61,5.274838692517668,339.59206021259035,0.7535483846453811,0.6791841204251807,supported,supported
7.0,500.0,0.5,0.62,5.135680481879242,328.21989680451514,0.7336686402684631,0.6564397936090303,supported,supported
7.0,500.0,0.5,0.63,4.999384935513737,317.28657844050645,0.7141978479305339,0.6345731568810129,supported,supported
7.0,500.0,0.5,0.64,4.865928943366127,306.7733872009771,0.695132706195161,0.6135467744019542,supported,supported
7.0,500.0,0.5,0.65,4.73528833731023,296.66246085630223,0.67646976247289,0.5933249217126044,supported,supported
7.0,500.0,0.5,0.66,4.60743791768787,286.93675203556944,0.6582054168125528,0.5738735040711389,supported,supported
7.0,500.0,0.5,0.67,4.482351481510206,277.5799893749056,0.6403359259300295,0.5551599787498113,supported,supported
7.0,500.0,0.5,0.6799999999999999,4.360001852307401,268.5766405510706,0.6228574074724859,0.5371532811021412,supported,supported
7.0,500.0,0.5,0.69,4.2403609115471275,259.911877110251,0.6057658445067325,0.519823754220502,supported,supported
7.0,500.0,0.5,0.7,4.123399631547853,251.5715410059932,0.5890570902211218,0.5031430820119864,supported,supported
7.0,500.0,0.5,0.71,4.009088109830984,243.54211276404249,0.5727268728329976,0.48708422552808495,supported,supported
7.0,500.0,0.5,0.72,3.8973956047739065,235.81068119562076,0.5567708006819866,0.4716213623912415,supported,supported
7.0,500.0,0.5,0.73,3.788290572557942,228.36491458431314,0.5411843675082774,0.45672982916862626,supported,supported
7.0,500.0,0.5,0.74,3.681740705240613,221.1930332750392,0.5259629578915161,0.4423860665500784,supported,supported
7.0,500.0,0.5,0.75,3.5777129698970356,214.2837835970511,0.5111018528424337,0.4285675671941022,supported,supported
7.0,500.0,0.5,0.76,3.4761736487164807,207.6264130559325,0.4965962355309258,0.415252826111865,supported,supported
