budget_FLOPs,context_tokens,quality_family,Q0_scenario,context_role,ready_for_Q3,feasible,N_params_B,D_tokens_B,Q_score,B7_diagnostic_loss,cost_FLOPs,budget_utilization,active_support,kkt_relative_violation,kkt_check_pass,solver,producer_loss_difference
1e+20,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.6204679004928535,14.350850280814958,1.0,2.6947884453047384,1.0000000000008493e+20,1.0000000000008493,Q1;budget,2.0992612162807532e-11,True,SLSQP,0.0
3e+20,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.9875183540705654,28.920451949435286,0.9999999999999993,2.525078689665707,3.000000000002416e+20,1.0000000000008054,Q1;budget,2.7125597065314477e-11,True,SLSQP,0.0
1e+21,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.683989461251125,59.402511570814795,1.0,2.376919233282779,1.0000000000009681e+21,1.0000000000009681,Q1;budget,4.08463789773514e-11,True,SLSQP,2.7977620220553945e-13
3e+21,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,2.7870068002440425,110.83698951373404,1.0,2.267912112050657,3.000000000007594e+21,1.0000000000025313,Q1;budget,3.0570366452663595e-10,True,SLSQP,0.0
1e+22,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,4.901932824272618,214.19458046908704,1.0,2.1706052344342686,1.0000000000066413e+22,1.0000000000066414,Q1;budget,2.0761521535662183e-11,True,SLSQP,0.0
3e+22,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,8.26701583976225,385.09070429804325,1.0,2.097882053921132,3.0000000000151054e+22,1.000000000005035,Q1;budget,1.1295880246059784e-11,True,SLSQP,0.0
1e+23,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.970000000000002,600.0,0.9999999999999999,2.0523920597927097,6.735334056428439e+22,0.6735334056428439,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,6.735334056428436e+22,0.22451113521428118,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,16384,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,6.735334056428436e+22,0.06735334056428435,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,24576,exponential,0.5,CYJ_external_sensitivity,False,True,0.08459586339751443,10.000000000000002,0.5538573847250714,3.414004696260563,1.0000000000009368e+19,1.0000000000009368,D_min;budget,5.637819965945392e-10,True,SLSQP,0.0
3e+19,24576,exponential,0.5,CYJ_external_sensitivity,False,True,0.21289862423006078,10.000000000000002,0.7456582689956319,3.071662735986905,3.000000000001287e+19,1.000000000000429,D_min;budget,4.090141539932745e-11,True,SLSQP,0.0
1e+20,24576,exponential,0.5,CYJ_external_sensitivity,False,True,0.6219645045786663,10.000000000000002,0.9720775697404966,2.772715127876365,1.0000000000005328e+20,1.000000000000533,D_min;budget,1.9073394214660933e-11,True,SLSQP,7.478462293875054e-13
3e+20,24576,exponential,0.5,CYJ_external_sensitivity,False,True,1.0744275341751357,19.27893692960844,1.0,2.574691345380699,3.0000000000017446e+20,1.0000000000005815,Q1;budget,1.3085830264231161e-11,True,SLSQP,0.0
1e+21,24576,exponential,0.5,CYJ_external_sensitivity,False,True,1.741043652477072,43.78806669406833,1.0,2.4086459592874143,1.0000000000088392e+21,1.0000000000088392,Q1;budget,5.189807280146304e-10,True,SLSQP,0.0
3e+21,24576,exponential,0.5,CYJ_external_sensitivity,False,True,2.7772079776284344,87.85490027330134,1.0,2.2898538452343122,3.0000000000273925e+21,1.000000000009131,Q1;budget,5.518659223045767e-10,True,SLSQP,0.0
1e+22,24576,exponential,0.5,CYJ_external_sensitivity,False,True,4.74501297198973,179.77140863884554,1.0,2.186008603961202,1.0000000000007715e+22,1.0000000000007716,Q1;budget,9.923152610575958e-10,True,SLSQP,0.0
3e+22,24576,exponential,0.5,CYJ_external_sensitivity,False,True,7.862787579231231,334.60732637513667,1.0,2.10952867330556,3.0000000000048755e+22,1.0000000000016251,Q1;budget,4.83227765756906e-11,True,SLSQP,0.0
1e+23,24576,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.069302593941727e+22,0.8069302593941728,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,24576,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.069302593941727e+22,0.2689767531313909,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,24576,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.069302593941727e+22,0.08069302593941728,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,24576,power,0.5,CYJ_external_sensitivity,False,True,0.091615362063945,10.000000000000002,0.5000000000000001,3.4193874458119704,1.0000000000003727e+19,1.0000000000003728,D_min;Q0;budget,0.0,True,SLSQP,0.0
3e+19,24576,power,0.5,CYJ_external_sensitivity,False,True,0.22314297804944958,10.000000000000002,0.6471259216474794,3.110241513315924,3.0000000000013914e+19,1.0000000000004639,D_min;budget,4.924713038895614e-09,True,SLSQP,1.092459456231154e-13
1e+20,24576,power,0.5,CYJ_external_sensitivity,False,True,0.5541832257773284,10.000000000000002,0.9609450133563352,2.7945951631106083,1.0000000000002166e+20,1.0000000000002165,D_min;budget,1.4106959181982315e-12,True,SLSQP,1.0080825063596421e-13
3e+20,24576,power,0.5,CYJ_external_sensitivity,False,True,1.121277886502468,17.723716622423098,1.0,2.583067516621721,3.0000000000005734e+20,1.0000000000001912,Q1;budget,1.730396789482224e-11,True,SLSQP,8.881784197001252e-15
1e+21,24576,power,0.5,CYJ_external_sensitivity,False,True,1.7967374519968524,41.15353585535808,1.0,2.4130679447845935,1.0000000000013702e+21,1.0000000000013702,Q1;budget,2.095027002964029e-09,True,SLSQP,3.6415315207705135e-14
3e+21,24576,power,0.5,CYJ_external_sensitivity,False,True,2.840093868618574,84.06259362521891,1.0,2.2922345543932776,3.0000000000138213e+21,1.0000000000046072,Q1;budget,2.3053546132271123e-10,True,SLSQP,0.0
1e+22,24576,power,0.5,CYJ_external_sensitivity,False,True,4.814166310886687,174.71799780647143,0.9999999999999998,2.1871767218211238,1.0000000000007634e+22,1.0000000000007634,Q1;budget,4.8092661661139734e-11,True,SLSQP,0.0
3e+22,24576,power,0.5,CYJ_external_sensitivity,False,True,7.936052388255312,328.5471352261935,1.0,2.110124686966906,3.0000000000098092e+22,1.0000000000032698,Q1;budget,6.142679819291018e-11,True,SLSQP,0.0
1e+23,24576,power,0.5,CYJ_external_sensitivity,False,True,11.970000000000002,600.0,1.0,2.0523920597927097,8.120546640000002e+22,0.8120546640000003,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,24576,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.120546639999998e+22,0.27068488799999996,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,24576,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.120546639999998e+22,0.08120546639999998,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.09161536206434066,10.000000000000002,0.5000000000000003,3.4193874458106635,1.0000000000046928e+19,1.0000000000046927,D_min;Q0;budget,0.0,True,SLSQP,0.0
3e+19,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.16378338398378953,10.000000000000002,1.0,3.0010976660835627,3.0000000000004915e+19,1.0000000000001639,D_min;Q1;budget,0.0,True,SLSQP,3.05089287166993e-13
1e+20,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.5662755914359304,13.525791015165565,1.0,2.718351204554638,1.0000000000005895e+20,1.0000000000005895,Q1;budget,4.6745040774760354e-11,True,SLSQP,4.4853010194856324e-14
3e+20,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.9045832857568403,27.06120926472113,1.0,2.5451918408781316,3.0000000000018986e+20,1.0000000000006328,Q1;budget,3.521144324269952e-11,True,SLSQP,1.199040866595169e-14
1e+21,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.547415671486579,55.24061303247187,0.9999999999999996,2.3936920409244458,1.0000000000008074e+21,1.0000000000008074,Q1;budget,4.57564614677693e-11,True,SLSQP,4.263256414560601e-14
3e+21,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,2.5661773386285445,102.66023292629333,1.0,2.282044743721479,3.000000000001581e+21,1.0000000000005271,Q1;budget,2.6129711624273967e-11,True,SLSQP,3.774758283725532e-14
1e+22,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,4.520122576640684,197.82270962554543,0.9999999999999998,2.18227106269332,1.0000000000007342e+22,1.0000000000007343,Q1;budget,1.0296599949543221e-10,True,SLSQP,0.0
3e+22,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,7.6294195012089645,355.0761812624895,1.0,2.1076509669983894,3.0000000000024298e+22,1.00000000000081,Q1;budget,1.8911447992713794e-12,True,SLSQP,0.0
1e+23,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.970000000000002,600.0,1.0,2.0523920597927097,7.91203293642844e+22,0.7912032936428441,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,7.912032936428437e+22,0.26373443121428125,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,24576,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,7.912032936428437e+22,0.07912032936428437,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,30000,exponential,0.5,CYJ_external_sensitivity,False,True,0.07728178585590544,10.000000000000002,0.5514368728609451,3.4435094911173523,1.0000000000001245e+19,1.0000000000001246,D_min;budget,2.6156169662576513e-11,True,SLSQP,1.7719159473017498e-13
3e+19,30000,exponential,0.5,CYJ_external_sensitivity,False,True,0.19462060536701073,10.000000000000002,0.7434360166946385,3.0928295013611025,3.0000000000023486e+19,1.000000000000783,D_min;budget,1.288055157989928e-10,True,SLSQP,0.0
1e+20,30000,exponential,0.5,CYJ_external_sensitivity,False,True,0.5692273568670866,10.000000000000002,0.9700201068112456,2.7865874690064865,1.0000000000005331e+20,1.0000000000005331,D_min;budget,2.2533404312044088e-10,True,SLSQP,0.0
3e+20,30000,exponential,0.5,CYJ_external_sensitivity,False,True,1.0161481687542488,18.71816672663781,1.0,2.5860163766969397,3.000000000005275e+20,1.0000000000017584,Q1;budget,8.718815621930307e-10,True,SLSQP,0.0
1e+21,30000,exponential,0.5,CYJ_external_sensitivity,False,True,1.6510074766993375,42.291305216340966,1.0,2.4182558958089566,1.0000000000007198e+21,1.0000000000007199,Q1;budget,1.8838531699450534e-11,True,SLSQP,1.2168044349891716e-13
3e+21,30000,exponential,0.5,CYJ_external_sensitivity,False,True,2.6391627263450177,84.49898442624132,1.0,2.2980528461853,3.000000000008679e+21,1.000000000002893,Q1;budget,2.7532393002896344e-10,True,SLSQP,0.0
1e+22,30000,exponential,0.5,CYJ_external_sensitivity,False,True,4.5172669875814275,172.29307976933237,1.0,2.1928430648726605,1.0000000000000591e+22,1.000000000000059,Q1;budget,5.0876083215429526e-11,True,SLSQP,1.3322676295501878e-14
3e+22,30000,exponential,0.5,CYJ_external_sensitivity,False,True,7.494045983296434,319.95909859542974,1.0,2.115285776171968,3.0000000000025023e+22,1.000000000000834,Q1;budget,5.511876718401618e-10,True,SLSQP,0.0
1e+23,30000,exponential,0.5,CYJ_external_sensitivity,False,True,11.970000000000002,600.0,1.0,2.0523920597927097,8.848405953941731e+22,0.8848405953941731,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,30000,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.848405953941726e+22,0.29494686513139085,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,30000,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.848405953941726e+22,0.08848405953941726,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,30000,power,0.5,CYJ_external_sensitivity,False,True,0.08333333333338747,10.000000000000002,0.5,3.4484884529854054,1.0000000000006498e+19,1.00000000000065,D_min;Q0;budget,0.0,True,SLSQP,4.440892098500626e-15
3e+19,30000,power,0.5,CYJ_external_sensitivity,False,True,0.2041145928374895,10.000000000000002,0.6445786381516863,3.13165047588423,3.0000000000028164e+19,1.0000000000009388,D_min;budget,3.3349923257440493e-10,True,SLSQP,0.0
1e+20,30000,power,0.5,CYJ_external_sensitivity,False,True,0.5085646770116937,10.000000000000002,0.95790160635434,2.8090737819481615,1.000000000004297e+20,1.000000000004297,D_min;budget,1.6679711287257318e-10,True,SLSQP,0.0
3e+20,30000,power,0.5,CYJ_external_sensitivity,False,True,1.0594475916815684,17.2405161944867,1.0,2.5942315499758615,3.000000000008085e+20,1.000000000002695,Q1;budget,1.1094478103305788e-10,True,SLSQP,0.0
1e+21,30000,power,0.5,CYJ_external_sensitivity,False,True,1.7023061328293914,39.81656731376652,0.9999999999999999,2.4225772089181676,1.0000000000005489e+21,1.000000000000549,Q1;budget,9.250493813475461e-11,True,SLSQP,3.517186542012496e-13
3e+21,30000,power,0.5,CYJ_external_sensitivity,False,True,2.6969024570734845,80.97093984621625,0.9999999999999999,2.3003725476369086,3.0000000000028574e+21,1.0000000000009523,Q1;budget,7.63980826016702e-11,True,SLSQP,0.0
1e+22,30000,power,0.5,CYJ_external_sensitivity,False,True,4.58056711877975,167.63249406220842,1.0,2.193978359241411,1.0000000000001325e+22,1.0000000000001326,Q1;budget,5.010276467533885e-11,True,SLSQP,2.5757174171303632e-14
3e+22,30000,power,0.5,CYJ_external_sensitivity,False,True,7.560964978254443,314.40252915936753,0.9999999999999992,2.1158640807833446,3.0000000000017717e+22,1.0000000000005906,Q1;budget,4.333411628710591e-11,True,SLSQP,0.0
1e+23,30000,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,0.9999999999999999,2.0523920597927097,8.899649999999997e+22,0.8899649999999998,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,30000,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.899649999999997e+22,0.2966549999999999,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,30000,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.899649999999997e+22,0.08899649999999998,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.08333333333339757,10.000000000000002,0.5000000000000001,3.448488452985368,1.0000000000007715e+19,1.0000000000007714,D_min;Q0;budget,0.0,True,SLSQP,0.0
3e+19,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.1489773660726987,10.000000000000007,1.0,3.022678595144324,3.0000000000130183e+19,1.0000000000043394,D_min;Q1;budget,0.0,True,SLSQP,0.0
1e+20,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.5370672508834842,13.05981105749605,1.0,2.732418098797096,1.0000000000010931e+20,1.0000000000010931,Q1;budget,3.784395356472297e-11,True,SLSQP,0.0
3e+20,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.8597196829295927,26.021545591721047,0.9999999999999996,2.557187647948395,3.000000000001872e+20,1.000000000000624,Q1;budget,2.537599979865056e-11,True,SLSQP,0.0
1e+21,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.473268380552669,52.9338810720952,0.9999999999999998,2.403687334712769,1.000000000000899e+21,1.000000000000899,Q1;budget,1.5091439950196932e-10,True,SLSQP,1.8030021919912542e-13
3e+21,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,2.4459720735506703,98.15489575463067,0.9999999999999999,2.290462216533048,3.000000000002434e+21,1.0000000000008114,Q1;budget,1.1630865792905396e-10,True,SLSQP,1.4210854715202004e-14
1e+22,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,4.311865281763926,188.84081110943447,1.0,2.1892166412496024,1.0000000000012294e+22,1.0000000000012295,Q1;budget,1.5017877231020582e-10,True,SLSQP,0.0
3e+22,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,7.281219879721875,338.65048396853945,1.0,2.113465906724955,3.0000000000249456e+22,1.0000000000083151,Q1;budget,3.928508671905075e-12,True,SLSQP,0.0
1e+23,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999992,600.0,1.0,2.0523920597927097,8.691136296428433e+22,0.8691136296428433,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.691136296428436e+22,0.2897045432142812,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,30000,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,8.691136296428436e+22,0.08691136296428437,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,32768,exponential,0.5,CYJ_external_sensitivity,False,True,0.07402518523511507,10.000000000000002,0.5502741941050313,3.4578522285739925,1.0000000000001915e+19,1.0000000000001914,D_min;budget,1.3394217942624265e-08,True,SLSQP,1.5232259897857148e-13
3e+19,32768,exponential,0.5,CYJ_external_sensitivity,False,True,0.1864784282182501,10.000000000000002,0.742367914559186,3.103122386800511,3.000000000000747e+19,1.0000000000002491,D_min;budget,5.823341699003961e-10,True,SLSQP,4.440892098500626e-15
1e+20,32768,exponential,0.5,CYJ_external_sensitivity,False,True,0.5457127178181832,10.000000000000002,0.9690315159572563,2.793340952168957,1.0000000000042264e+20,1.0000000000042264,D_min;budget,9.854091331596728e-11,True,SLSQP,0.0
3e+20,32768,exponential,0.5,CYJ_external_sensitivity,False,True,0.9896085838304243,18.454062710890213,0.9999999999999999,2.5914826857763673,3.0000000000001376e+20,1.000000000000046,Q1;budget,8.132147773540797e-12,True,SLSQP,2.8377300509419e-13
1e+21,32768,exponential,0.5,CYJ_external_sensitivity,False,True,1.6099197728968677,41.59089943909546,1.0,2.4228912846184536,1.0000000000009016e+21,1.0000000000009017,Q1;budget,2.8298018553743205e-10,True,SLSQP,1.865174681370263e-13
3e+21,32768,exponential,0.5,CYJ_external_sensitivity,False,True,2.57604135507685,82.93702034676963,1.0,2.3020055867176854,3.0000000000140787e+21,1.000000000004693,Q1;budget,2.3023333778233396e-09,True,SLSQP,0.0
1e+22,32768,exponential,0.5,CYJ_external_sensitivity,False,True,4.412926535392601,168.82895156660715,0.9999999999999999,2.196136492866314,1.0000000000005226e+22,1.0000000000005227,Q1;budget,1.2496221740600334e-10,True,SLSQP,0.0
3e+22,32768,exponential,0.5,CYJ_external_sensitivity,False,True,7.324871487174838,313.19509976638943,1.0,2.1180592490162873,3.000000000007444e+22,1.0000000000024813,Q1;budget,3.5728773603440585e-11,True,SLSQP,0.0
1e+23,32768,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999992,599.9999999999989,1.0,2.0523920597927097,9.246001473941706e+22,0.9246001473941706,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,32768,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.246001473941727e+22,0.30820004913139093,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,32768,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.246001473941727e+22,0.09246001473941727,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,32768,power,0.5,CYJ_external_sensitivity,False,True,0.07965842467504204,10.000000000000002,0.5,3.462640341726228,1.0000000000006078e+19,1.0000000000006077,D_min;Q0;budget,0.0,True,SLSQP,3.3306690738754696e-13
3e+19,32768,power,0.5,CYJ_external_sensitivity,False,True,0.19563396208234193,10.000000000000002,0.6433550062263987,3.142054405663441,3.000000000004656e+19,1.0000000000015519,D_min;budget,2.7767100882340145e-11,True,SLSQP,0.0
1e+20,32768,power,0.5,CYJ_external_sensitivity,False,True,0.4881804387233436,10.000000000000002,0.956439366429636,2.8161189123607593,1.000000000000696e+20,1.0000000000006959,D_min;budget,2.821116893097944e-10,True,SLSQP,1.4273027204581012e-12
3e+20,32768,power,0.5,CYJ_external_sensitivity,False,True,1.0313097227376729,17.012444858547436,1.0,2.5996214322146116,3.0000000000017485e+20,1.0000000000005829,Q1;budget,1.0880833655525885e-10,True,SLSQP,0.0
1e+21,32768,power,0.5,CYJ_external_sensitivity,False,True,1.6592448332471632,39.18956613878222,1.0,2.4271650544814003,1.0000000000008237e+21,1.0000000000008236,Q1;budget,2.8086747889301146e-10,True,SLSQP,0.0
3e+21,32768,power,0.5,CYJ_external_sensitivity,False,True,2.631476271927454,79.52918610030956,1.0,2.3042966059663774,3.000000000009111e+21,1.0000000000030371,Q1;budget,7.842632170258188e-10,True,SLSQP,0.0
1e+22,32768,power,0.5,CYJ_external_sensitivity,False,True,4.4736123825185405,164.34545041531192,1.0,2.1972564189375317,1.0000000000008938e+22,1.0000000000008937,Q1;budget,2.7705267603878584e-10,True,SLSQP,0.0
3e+22,32768,power,0.5,CYJ_external_sensitivity,False,True,7.388961888667333,307.86416863171735,1.0,2.118629285227734,3.0000000000023694e+22,1.0000000000007898,Q1;budget,3.682145848755001e-10,True,SLSQP,0.0
1e+23,32768,power,0.5,CYJ_external_sensitivity,False,True,11.970000000000002,600.0,0.9999999999999999,2.0523920597927097,9.297245520000002e+22,0.9297245520000003,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,32768,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.297245519999998e+22,0.3099081839999999,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,32768,power,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.297245519999998e+22,0.09297245519999998,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.07965842467504736,10.000000000000398,0.5,3.4626403417261993,1.0000000000007143e+19,1.0000000000007143,D_min;Q0;budget,0.0,True,SLSQP,0.0
3e+19,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.14240762752203745,10.000000000000002,1.0,3.033197302583136,3.0000000000012812e+19,1.000000000000427,D_min;Q1;budget,0.0,True,SLSQP,0.0
1e+20,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.5237364931480587,12.84183347866411,1.0,2.739203078855951,1.0000000000032796e+20,1.0000000000032796,Q1;budget,4.5571252925546065e-10,True,SLSQP,0.0
3e+20,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,0.839203337382259,25.5377948387482,0.9999999999999998,2.5629706626827526,3.0000000000023056e+20,1.0000000000007685,Q1;budget,3.0917231008432285e-11,True,SLSQP,0.0
1e+21,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,1.4392949241280766,51.865594095618206,1.0,2.408503822197584,1.0000000000001619e+21,1.0000000000001619,Q1;budget,1.1442031420353887e-11,True,SLSQP,9.103828801926284e-14
3e+21,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,2.390819114766893,96.07483554472392,1.0,2.294517259616399,3.000000000001907e+21,1.0000000000006357,Q1;budget,1.251123928951294e-10,True,SLSQP,1.9539925233402755e-14
1e+22,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,4.216210130144484,184.70329054836787,0.9999999999999998,2.1925619465898074,1.0000000000009244e+22,1.0000000000009244,Q1;budget,7.205719929317376e-12,True,SLSQP,0.0
3e+22,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,7.121185655318885,331.09371300532314,1.0,2.116266330937016,3.000000000008593e+22,1.0000000000028644,Q1;budget,5.742367751628812e-12,True,SLSQP,0.0
1e+23,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999992,600.0,0.9999999999999998,2.0523920597927097,9.088731816428432e+22,0.9088731816428433,D_max;N_max;Q1,0.0,True,SLSQP,0.0
3e+23,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.088731816428437e+22,0.3029577272142812,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,32768,logarithmic,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,9.088731816428437e+22,0.09088731816428437,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,49152,exponential,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,49152,exponential,0.5,CYJ_external_sensitivity,False,True,0.14967229251534347,10.000000000000002,0.73677098208358,3.158358702673349,3.0000000000007692e+19,1.0000000000002565,D_min;budget,3.560798956227585e-09,True,SLSQP,0.0
1e+20,49152,exponential,0.5,CYJ_external_sensitivity,False,True,0.4392268037556787,10.000000000000002,0.9638538675421301,2.829662275344408,1.0000000000008775e+20,1.0000000000008775,D_min;budget,2.6088525708429933e-10,True,SLSQP,0.0
3e+20,49152,exponential,0.5,CYJ_external_sensitivity,False,True,0.8644009301617253,17.125980662760465,1.0,2.6203778254966594,3.00000000000173e+20,1.0000000000005766,Q1;budget,2.622053803531262e-10,True,SLSQP,5.733191699164308e-13
1e+21,49152,exponential,0.5,CYJ_external_sensitivity,False,True,1.4152787553422372,38.11286239139782,1.0,2.447361960727834,1.0000000000019427e+21,1.0000000000019427,Q1;budget,1.7859291034642959e-10,True,SLSQP,7.509548538564559e-13
3e+21,49152,exponential,0.5,CYJ_external_sensitivity,False,True,2.275880663106493,75.26052594785487,1.0,2.3228511390466435,3.000000000000323e+21,1.0000000000001077,Q1;budget,2.060773243872183e-11,True,SLSQP,6.616929226765933e-14
1e+22,49152,exponential,0.5,CYJ_external_sensitivity,False,True,3.9149143413509115,151.95699513170533,0.9999999999999998,2.213490146570292,1.0000000000009523e+22,1.0000000000009523,Q1;budget,2.599044119325069e-10,True,SLSQP,0.0
3e+22,49152,exponential,0.5,CYJ_external_sensitivity,False,True,6.515275534341826,280.44499040911097,1.0,2.132665218006333,3.000000000012767e+22,1.0000000000042557,Q1;budget,1.0207036719277654e-10,True,SLSQP,0.0
1e+23,49152,exponential,0.5,CYJ_external_sensitivity,False,True,11.504937258133426,537.7466087488859,1.0,2.060298257194361,1.0000000000029425e+23,1.0000000000029425,Q1;budget,3.825772787953423e-11,True,SLSQP,0.0
3e+23,49152,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1599399233941727e+23,0.3866466411313909,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+24,49152,exponential,0.5,CYJ_external_sensitivity,False,True,11.969999999999997,600.0,1.0,2.0523920597927097,1.1599399233941727e+23,0.11599399233941728,D_max;N_max;Q1,0.0,True,SLSQP,0.0
1e+19,49152,power,0.5,CYJ_external_sensitivity,False,False,,,,,,,infeasible,,,,
3e+19,49152,power,0.5,CYJ_external_sensitivity,False,True,0.15726119612264086,10.000000000000002,0.6369516250059828,3.1978160553547985,3.0000000000007516e+19,1.0000000000002505,D_min;budget,4.7709894732094785e-11,True,SLSQP,2.7977620220553945e-14
1e+20,49152,power,0.5,CYJ_external_sensitivity,False,True,0.3954932364335728,10.000000000000002,0.9487818912801014,2.853970482498523,1.0000000000016882e+20,1.0000000000016882,D_min;budget,4.848037574758094e-09,True,SLSQP,0.0
