weight_scenario,quality_score_scope,quality_policy,model,n_feasible_observed_recipes,selected_index,objective_relative,max_domain_share,unknown_QA_share
dirichlet_balanced_046,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.12335379901376328,0.234,0.413
dirichlet_balanced_046,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.09631962049801883,0.234,0.413
dirichlet_balanced_046,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.15245367196547774,0.22522522522522523,0.5685685685685684
dirichlet_balanced_046,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.12247086919378831,0.22522522522522523,0.5685685685685684
dirichlet_balanced_046,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.09812411945075403,0.36063936063936064,0.2727272727272727
dirichlet_balanced_046,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.07867456884839225,0.36063936063936064,0.2727272727272727
dirichlet_balanced_046,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.12335379901376328,0.234,0.413
dirichlet_balanced_046,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.09631962049801883,0.234,0.413
dirichlet_balanced_047,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.20398008560946398,0.22522522522522523,0.5685685685685684
dirichlet_balanced_047,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.17048375925113843,0.22522522522522523,0.5685685685685684
dirichlet_balanced_047,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.09008426453168303,0.3546453546453547,0.2547452547452548
dirichlet_balanced_047,A1_sample_primary,quality_direct,interaction_candidate,91,84,-0.06460955014987303,0.3546453546453547,0.2547452547452548
dirichlet_balanced_047,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.12052441628455049,0.234,0.413
dirichlet_balanced_047,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.0932298244523872,0.234,0.413
dirichlet_balanced_047,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.20398008560946398,0.22522522522522523,0.5685685685685684
dirichlet_balanced_047,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.17048375925113843,0.22522522522522523,0.5685685685685684
dirichlet_balanced_047,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.09008426453168303,0.3546453546453547,0.2547452547452548
dirichlet_balanced_047,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,84,-0.06460955014987303,0.3546453546453547,0.2547452547452548
dirichlet_balanced_047,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.12052441628455049,0.234,0.413
dirichlet_balanced_047,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.0932298244523872,0.234,0.413
dirichlet_balanced_048,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.09830895934506358,0.22522522522522523,0.5685685685685684
dirichlet_balanced_048,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.07046606386731771,0.22522522522522523,0.5685685685685684
dirichlet_balanced_048,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.05768376992564861,0.36063936063936064,0.2727272727272727
dirichlet_balanced_048,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.04249228947331336,0.35535535535535534,0.3693693693693694
dirichlet_balanced_048,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.08543946212440841,0.234,0.413
dirichlet_balanced_048,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.058587975690547,0.234,0.413
dirichlet_balanced_048,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.09830895934506358,0.22522522522522523,0.5685685685685684
dirichlet_balanced_048,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.07046606386731771,0.22522522522522523,0.5685685685685684
dirichlet_balanced_048,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.05768376992564861,0.36063936063936064,0.2727272727272727
dirichlet_balanced_048,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.04249228947331336,0.35535535535535534,0.3693693693693694
dirichlet_balanced_048,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.08543946212440841,0.234,0.413
dirichlet_balanced_048,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.058587975690547,0.234,0.413
dirichlet_balanced_049,A1_sample_primary,unconstrained,ridge_v1.3,512,125,-0.1378211800434385,0.45345345345345345,0.8328328328328327
dirichlet_balanced_049,A1_sample_primary,unconstrained,interaction_candidate,512,225,-0.10751414487595061,0.4005994005994006,0.48951048951048953
dirichlet_balanced_049,A1_sample_primary,quality_direct,ridge_v1.3,91,91,-0.04605045693002876,0.45245245245245247,0.5795795795795796
dirichlet_balanced_049,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.029036306495481796,0.35535535535535534,0.3693693693693694
dirichlet_balanced_049,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.0947241579308623,0.445,0.33
dirichlet_balanced_049,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.06231377076342866,0.32967032967032966,0.4185814185814186
dirichlet_balanced_049,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,125,-0.1378211800434385,0.45345345345345345,0.8328328328328327
dirichlet_balanced_049,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,225,-0.10751414487595061,0.4005994005994006,0.48951048951048953
dirichlet_balanced_049,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,91,-0.04605045693002876,0.45245245245245247,0.5795795795795796
dirichlet_balanced_049,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.029036306495481796,0.35535535535535534,0.3693693693693694
dirichlet_balanced_049,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.0947241579308623,0.445,0.33
dirichlet_balanced_049,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.06231377076342866,0.32967032967032966,0.4185814185814186
dirichlet_balanced_050,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.10947106602481003,0.22522522522522523,0.5685685685685684
dirichlet_balanced_050,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.08035430443850954,0.22522522522522523,0.5685685685685684
dirichlet_balanced_050,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.06167848744520052,0.36063936063936064,0.2727272727272727
dirichlet_balanced_050,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.05341640095114675,0.35535535535535534,0.3693693693693694
dirichlet_balanced_050,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.08305642873117826,0.32967032967032966,0.4185814185814186
dirichlet_balanced_050,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.06079561777835004,0.32967032967032966,0.4185814185814186
dirichlet_balanced_050,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.10947106602481003,0.22522522522522523,0.5685685685685684
dirichlet_balanced_050,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.08035430443850954,0.22522522522522523,0.5685685685685684
dirichlet_balanced_050,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.06167848744520052,0.36063936063936064,0.2727272727272727
dirichlet_balanced_050,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.05341640095114675,0.35535535535535534,0.3693693693693694
dirichlet_balanced_050,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.08305642873117826,0.32967032967032966,0.4185814185814186
dirichlet_balanced_050,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.06079561777835004,0.32967032967032966,0.4185814185814186
dirichlet_balanced_051,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.13889468973903626,0.22522522522522523,0.5685685685685684
dirichlet_balanced_051,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.10673887745655343,0.22522522522522523,0.5685685685685684
dirichlet_balanced_051,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.05605322494226161,0.3546453546453547,0.2547452547452548
dirichlet_balanced_051,A1_sample_primary,quality_direct,interaction_candidate,91,475,-0.048515645577367546,0.4265734265734266,0.2267732267732268
dirichlet_balanced_051,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.10187993525584638,0.445,0.33
dirichlet_balanced_051,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.06425829609548625,0.32967032967032966,0.4185814185814186
dirichlet_balanced_051,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.13889468973903626,0.22522522522522523,0.5685685685685684
dirichlet_balanced_051,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.10673887745655343,0.22522522522522523,0.5685685685685684
dirichlet_balanced_051,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.05605322494226161,0.3546453546453547,0.2547452547452548
dirichlet_balanced_051,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,475,-0.048515645577367546,0.4265734265734266,0.2267732267732268
dirichlet_balanced_051,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.10187993525584638,0.445,0.33
dirichlet_balanced_051,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.06425829609548625,0.32967032967032966,0.4185814185814186
dirichlet_balanced_052,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.08233567138149964,0.22522522522522523,0.5685685685685684
dirichlet_balanced_052,A1_sample_primary,unconstrained,interaction_candidate,512,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_052,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.0491154733999525,0.36063936063936064,0.2727272727272727
dirichlet_balanced_052,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_052,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.058662249987420936,0.234,0.413
dirichlet_balanced_052,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_052,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.08233567138149964,0.22522522522522523,0.5685685685685684
dirichlet_balanced_052,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_052,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.0491154733999525,0.36063936063936064,0.2727272727272727
dirichlet_balanced_052,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_052,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.058662249987420936,0.234,0.413
dirichlet_balanced_052,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,477,-0.06518596103817378,0.35535535535535534,0.3693693693693694
dirichlet_balanced_053,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.1280622349488735,0.22522522522522523,0.5685685685685684
dirichlet_balanced_053,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.09927800996145858,0.22522522522522523,0.5685685685685684
dirichlet_balanced_053,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.08026708791709904,0.36063936063936064,0.2727272727272727
dirichlet_balanced_053,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.06133926049612928,0.36063936063936064,0.2727272727272727
dirichlet_balanced_053,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.10603759965465928,0.234,0.413
dirichlet_balanced_053,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.07877503950376889,0.234,0.413
dirichlet_balanced_053,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.1280622349488735,0.22522522522522523,0.5685685685685684
dirichlet_balanced_053,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.09927800996145858,0.22522522522522523,0.5685685685685684
dirichlet_balanced_053,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.08026708791709904,0.36063936063936064,0.2727272727272727
dirichlet_balanced_053,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.06133926049612928,0.36063936063936064,0.2727272727272727
dirichlet_balanced_053,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.10603759965465928,0.234,0.413
dirichlet_balanced_053,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.07877503950376889,0.234,0.413
dirichlet_balanced_054,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.12138695772140702,0.22522522522522523,0.5685685685685684
dirichlet_balanced_054,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.09091022064902957,0.22522522522522523,0.5685685685685684
dirichlet_balanced_054,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.08629163653997066,0.36063936063936064,0.2727272727272727
dirichlet_balanced_054,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.06631279836973664,0.36063936063936064,0.2727272727272727
dirichlet_balanced_054,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.10834794741172267,0.234,0.413
dirichlet_balanced_054,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.07886503703690198,0.234,0.413
dirichlet_balanced_054,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.12138695772140702,0.22522522522522523,0.5685685685685684
dirichlet_balanced_054,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.09091022064902957,0.22522522522522523,0.5685685685685684
dirichlet_balanced_054,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.08629163653997066,0.36063936063936064,0.2727272727272727
dirichlet_balanced_054,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.06631279836973664,0.36063936063936064,0.2727272727272727
dirichlet_balanced_054,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.10834794741172267,0.234,0.413
dirichlet_balanced_054,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.07886503703690198,0.234,0.413
dirichlet_balanced_055,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.13997987078126528,0.22522522522522523,0.5685685685685684
dirichlet_balanced_055,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.10651605911261494,0.22522522522522523,0.5685685685685684
dirichlet_balanced_055,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.06364003904264103,0.3546453546453547,0.2547452547452548
dirichlet_balanced_055,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.04302148992585811,0.35535535535535534,0.3693693693693694
dirichlet_balanced_055,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.08838722561574636,0.445,0.33
dirichlet_balanced_055,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.05671988563145666,0.32967032967032966,0.4185814185814186
dirichlet_balanced_055,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.13997987078126528,0.22522522522522523,0.5685685685685684
dirichlet_balanced_055,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.10651605911261494,0.22522522522522523,0.5685685685685684
dirichlet_balanced_055,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.06364003904264103,0.3546453546453547,0.2547452547452548
dirichlet_balanced_055,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.04302148992585811,0.35535535535535534,0.3693693693693694
dirichlet_balanced_055,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.08838722561574636,0.445,0.33
dirichlet_balanced_055,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.05671988563145666,0.32967032967032966,0.4185814185814186
dirichlet_balanced_056,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.14332692590911808,0.22522522522522523,0.5685685685685684
dirichlet_balanced_056,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.11260043563897724,0.22522522522522523,0.5685685685685684
dirichlet_balanced_056,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.07623850413624071,0.36063936063936064,0.2727272727272727
dirichlet_balanced_056,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.05925550093108593,0.36063936063936064,0.2727272727272727
dirichlet_balanced_056,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.11112189406136186,0.234,0.413
dirichlet_balanced_056,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.08435237514891643,0.234,0.413
dirichlet_balanced_056,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.14332692590911808,0.22522522522522523,0.5685685685685684
dirichlet_balanced_056,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.11260043563897724,0.22522522522522523,0.5685685685685684
dirichlet_balanced_056,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.07623850413624071,0.36063936063936064,0.2727272727272727
dirichlet_balanced_056,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.05925550093108593,0.36063936063936064,0.2727272727272727
dirichlet_balanced_056,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.11112189406136186,0.234,0.413
dirichlet_balanced_056,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.08435237514891643,0.234,0.413
dirichlet_balanced_057,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.1613204952943312,0.22522522522522523,0.5685685685685684
dirichlet_balanced_057,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.12906239596391034,0.22522522522522523,0.5685685685685684
dirichlet_balanced_057,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.068812872328544,0.3546453546453547,0.2547452547452548
dirichlet_balanced_057,A1_sample_primary,quality_direct,interaction_candidate,91,475,-0.0515863516071768,0.4265734265734266,0.2267732267732268
dirichlet_balanced_057,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,68,-0.1109267317476176,0.445,0.33
dirichlet_balanced_057,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.07379451893000244,0.32967032967032966,0.4185814185814186
dirichlet_balanced_057,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.1613204952943312,0.22522522522522523,0.5685685685685684
dirichlet_balanced_057,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.12906239596391034,0.22522522522522523,0.5685685685685684
dirichlet_balanced_057,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.068812872328544,0.3546453546453547,0.2547452547452548
dirichlet_balanced_057,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,475,-0.0515863516071768,0.4265734265734266,0.2267732267732268
dirichlet_balanced_057,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,68,-0.1109267317476176,0.445,0.33
dirichlet_balanced_057,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.07379451893000244,0.32967032967032966,0.4185814185814186
dirichlet_balanced_058,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.12915186078893773,0.22522522522522523,0.5685685685685684
dirichlet_balanced_058,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.09950811209613447,0.22522522522522523,0.5685685685685684
dirichlet_balanced_058,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.0629429443296709,0.36063936063936064,0.2727272727272727
dirichlet_balanced_058,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.043613238065590684,0.36063936063936064,0.2727272727272727
dirichlet_balanced_058,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.0932230031281414,0.32967032967032966,0.4185814185814186
dirichlet_balanced_058,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.0702931112375073,0.32967032967032966,0.4185814185814186
dirichlet_balanced_058,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.12915186078893773,0.22522522522522523,0.5685685685685684
dirichlet_balanced_058,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.09950811209613447,0.22522522522522523,0.5685685685685684
dirichlet_balanced_058,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.0629429443296709,0.36063936063936064,0.2727272727272727
dirichlet_balanced_058,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.043613238065590684,0.36063936063936064,0.2727272727272727
dirichlet_balanced_058,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.0932230031281414,0.32967032967032966,0.4185814185814186
dirichlet_balanced_058,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.0702931112375073,0.32967032967032966,0.4185814185814186
dirichlet_balanced_059,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.12956760266744222,0.22522522522522523,0.5685685685685684
dirichlet_balanced_059,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.09739154751343618,0.22522522522522523,0.5685685685685684
dirichlet_balanced_059,A1_sample_primary,quality_direct,ridge_v1.3,91,84,-0.05816702484445563,0.3546453546453547,0.2547452547452548
dirichlet_balanced_059,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.04726858320451668,0.35535535535535534,0.3693693693693694
dirichlet_balanced_059,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.08406536997046529,0.32967032967032966,0.4185814185814186
dirichlet_balanced_059,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.05928684281180435,0.32967032967032966,0.4185814185814186
dirichlet_balanced_059,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.12956760266744222,0.22522522522522523,0.5685685685685684
dirichlet_balanced_059,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.09739154751343618,0.22522522522522523,0.5685685685685684
dirichlet_balanced_059,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,84,-0.05816702484445563,0.3546453546453547,0.2547452547452548
dirichlet_balanced_059,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.04726858320451668,0.35535535535535534,0.3693693693693694
dirichlet_balanced_059,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.08406536997046529,0.32967032967032966,0.4185814185814186
dirichlet_balanced_059,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.05928684281180435,0.32967032967032966,0.4185814185814186
dirichlet_balanced_060,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.11884828104947855,0.22522522522522523,0.5685685685685684
dirichlet_balanced_060,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.08956907371717175,0.22522522522522523,0.5685685685685684
dirichlet_balanced_060,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.0764409789434017,0.36063936063936064,0.2727272727272727
dirichlet_balanced_060,A1_sample_primary,quality_direct,interaction_candidate,91,301,-0.0576173956542069,0.36063936063936064,0.2727272727272727
dirichlet_balanced_060,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,384,-0.09752285872236155,0.234,0.413
dirichlet_balanced_060,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,384,-0.06906382526513392,0.234,0.413
dirichlet_balanced_060,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.11884828104947855,0.22522522522522523,0.5685685685685684
dirichlet_balanced_060,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.08956907371717175,0.22522522522522523,0.5685685685685684
dirichlet_balanced_060,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.0764409789434017,0.36063936063936064,0.2727272727272727
dirichlet_balanced_060,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,301,-0.0576173956542069,0.36063936063936064,0.2727272727272727
dirichlet_balanced_060,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,384,-0.09752285872236155,0.234,0.413
dirichlet_balanced_060,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,384,-0.06906382526513392,0.234,0.413
dirichlet_balanced_061,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.11659736316177884,0.22522522522522523,0.5685685685685684
dirichlet_balanced_061,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.0836645303265533,0.22522522522522523,0.5685685685685684
dirichlet_balanced_061,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.056158248420101135,0.36063936063936064,0.2727272727272727
dirichlet_balanced_061,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.052520539015412725,0.35535535535535534,0.3693693693693694
dirichlet_balanced_061,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.08111918309969249,0.32967032967032966,0.4185814185814186
dirichlet_balanced_061,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.053808701703286776,0.32967032967032966,0.4185814185814186
dirichlet_balanced_061,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.11659736316177884,0.22522522522522523,0.5685685685685684
dirichlet_balanced_061,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.0836645303265533,0.22522522522522523,0.5685685685685684
dirichlet_balanced_061,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.056158248420101135,0.36063936063936064,0.2727272727272727
dirichlet_balanced_061,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.052520539015412725,0.35535535535535534,0.3693693693693694
dirichlet_balanced_061,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.08111918309969249,0.32967032967032966,0.4185814185814186
dirichlet_balanced_061,A2_A3_extended_sensitivity,quality_direct_and_near,interaction_candidate,108,172,-0.053808701703286776,0.32967032967032966,0.4185814185814186
dirichlet_balanced_062,A1_sample_primary,unconstrained,ridge_v1.3,512,136,-0.1108890557487839,0.22522522522522523,0.5685685685685684
dirichlet_balanced_062,A1_sample_primary,unconstrained,interaction_candidate,512,136,-0.0782745995367615,0.22522522522522523,0.5685685685685684
dirichlet_balanced_062,A1_sample_primary,quality_direct,ridge_v1.3,91,301,-0.07089425335168785,0.36063936063936064,0.2727272727272727
dirichlet_balanced_062,A1_sample_primary,quality_direct,interaction_candidate,91,477,-0.05258372442720361,0.35535535535535534,0.3693693693693694
dirichlet_balanced_062,A1_sample_primary,quality_direct_and_near,ridge_v1.3,108,172,-0.08568067468077055,0.32967032967032966,0.4185814185814186
dirichlet_balanced_062,A1_sample_primary,quality_direct_and_near,interaction_candidate,108,172,-0.06133161000622367,0.32967032967032966,0.4185814185814186
dirichlet_balanced_062,A2_A3_extended_sensitivity,unconstrained,ridge_v1.3,512,136,-0.1108890557487839,0.22522522522522523,0.5685685685685684
dirichlet_balanced_062,A2_A3_extended_sensitivity,unconstrained,interaction_candidate,512,136,-0.0782745995367615,0.22522522522522523,0.5685685685685684
dirichlet_balanced_062,A2_A3_extended_sensitivity,quality_direct,ridge_v1.3,92,301,-0.07089425335168785,0.36063936063936064,0.2727272727272727
dirichlet_balanced_062,A2_A3_extended_sensitivity,quality_direct,interaction_candidate,92,477,-0.05258372442720361,0.35535535535535534,0.3693693693693694
dirichlet_balanced_062,A2_A3_extended_sensitivity,quality_direct_and_near,ridge_v1.3,108,172,-0.08568067468077055,0.32967032967032966,0.4185814185814186
