observed,predicted,residual
2.5113,2.5114277942900154,0.000127794290015526
2.5032,2.5029714008728123,-0.00022859912718775632
2.4953,2.4951621631001233,-0.00013783689987656444
2.4879,2.4879233381596224,2.3338159622632304e-05
2.4814,2.4811817243489425,-0.00021827565105736468
2.4749,2.474879576048767,-2.0423951232917403e-05
2.4688,2.4689683293889155,0.00016832938891564453
2.4636,2.4634067850548895,-0.00019321494511048698
2.4582,2.4581597152130685,-4.028478693163251e-05
2.453,2.4531944785642614,0.00019447856426157983
2.4485,2.4484895007222467,-1.0499277753428515e-05
2.4439,2.4440194182111528,0.00011941821115257767
2.4396,2.4397641238923073,0.00016412389230735513
2.4358,2.4357058973291026,-9.4102670897378e-05
2.4321,2.431829047997762,-0.00027095200223836713
2.4279,2.428117891062667,0.00021789106266689728
2.4246,2.424563499923643,-3.6500076356915656e-05
2.4211,2.42115289949506,5.289949505993263e-05
2.4178,2.4178760448397196,7.604483971945797e-05
2.4146,2.414723870565653,0.00012387056565277277
2.4116,2.411688169773915,8.81697739152365e-05
2.4088,2.40876149094427,-3.850905572999608e-05
2.4058,2.405935726168945,0.00013572616894474976
2.4032,2.4032073737503334,7.373750333439233e-06
2.4006,2.4005693957988137,-3.060420118616847e-05
2.398,2.398016594129271,1.6594129270686153e-05
2.3954,2.39554419012045,0.00014419012045019386
2.3931,2.393147781585431,4.778158543095046e-05
2.3909,2.390822213056394,-7.778694360593974e-05
2.3886,2.388565941935864,-3.4058064136033295e-05
2.3863,2.3863743610731456,7.436107314573448e-05
2.3842,2.3842442388618643,4.4238861864442924e-05
2.3822,2.382172570965643,-2.7429034357151494e-05
2.38,2.3801565598989938,0.0001565598989938799
2.3782,2.3781935968249366,-6.403175063507405e-06
2.3762,2.3762803450474457,8.034504744580673e-05
2.3745,2.37441634893567,-8.365106432961511e-05
2.3725,2.3725985508246077,9.855082460763498e-05
2.3706,2.3708249498290668,0.000224949829066734
2.3689,2.369093667413458,0.00019366741345816507
2.3674,2.367402937807881,2.937807880964982e-06
2.3658,2.3657503206434587,-4.9679356541432185e-05
2.364,2.3641358252882028,0.0001358252882028843
2.3626,2.3625571785547193,-4.282144528078291e-05
2.3608,2.361012986686744,0.00021298668674418764
2.3595,2.3595019325776674,1.9325776672296513e-06
2.3579,2.3580227703605936,0.00012277036059371582
2.3565,2.356574320461819,7.432046181898855e-05
2.3552,2.3551547953481626,-4.520465183732725e-05
2.3537,2.353764487628595,6.448762859490031e-05
2.3524,2.3524017073445265,1.7073445266468923e-06
2.3512,2.351065498402072,-0.00013450159792816052
2.3497,2.3497549517639063,5.495176390635237e-05
2.3485,2.3484692024717764,-3.079752822365833e-05
2.3471,2.3472074268980476,0.00010742689804743577
2.346,2.345968254969919,-3.174503008107621e-05
2.3449,2.3447521192902996,-0.00014788070970039868
2.3433,2.3435577096291125,0.00025770962911231265
2.3423,2.3423843441124217,8.434411242186357e-05
2.3413,2.34123137123598,-6.862876402013995e-05
2.3401,2.3400981681238346,-1.8318761654256832e-06
2.339,2.338983612141677,-1.6387858322808313e-05
2.3378,2.3378881951951738,8.819519517366814e-05
2.3368,2.3368108352504735,1.0835250473295588e-05
2.3357,2.3357510088286286,5.100882862851819e-05
2.3348,2.3347082140089976,-9.178599100234663e-05
2.3337,2.3336819692850796,-1.8030714920236335e-05
2.3327,2.3326718124943486,-2.8187505651366962e-05
2.3316,2.331676829224877,7.682922487717292e-05
2.3306,2.330697541400922,9.754140092210761e-05
2.3297,2.329733061188302,3.3061188302152544e-05
2.3288,2.328782994399054,-1.7005600946085053e-05
2.3278,2.3278469617672766,4.696176727669865e-05
2.3269,2.3269245982204345,2.4598220434324247e-05
2.3262,2.3260151218182354,-0.0001848781817646028
2.3252,2.325119060721425,-8.09392785749985e-05
2.3242,2.324235651845385,3.5651845385231695e-05
2.3235,2.3233645804334278,-0.0001354195665723701
2.3225,2.3225055428722774,5.542872277608524e-06
2.3215,2.3216582461827695,0.00015824618276960578
2.3207,2.3208224075389623,0.00012240753896231027
2.3198,2.3199973631855784,0.00019736318557850296
2.3191,2.3191836356677755,8.363566777536136e-05
