scope,metric_a,metric_b,n,rho,p,q_bh,significant_negative
A1_pooled,rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,51230,0.5862364218060094,0.0,0.0,False
A1_pooled,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,51230,0.044597342244245226,5.5830712861320895e-24,6.58004830151282e-24,False
A1_arxiv,fineweb_edu,fluency_en,1419,0.32374409882592264,5.562277072052884e-36,2.7338000077536516e-35,False
A1_arxiv,fineweb_edu,modernbert_cleanliness,1419,-0.08007931602181115,0.0025382181926673574,0.0038073272890010363,True
A1_arxiv,fineweb_edu,modernbert_readability,1419,0.3361960919093242,7.78848373327578e-39,3.9111733530145766e-38,False
A1_arxiv,fineweb_edu,modernbert_reasoning,1419,0.11186025111800972,2.4077254437014314e-05,4.311508352674656e-05,False
A1_arxiv,fineweb_edu,modernbert_professionalism,1419,-0.40748767584895723,6.976527648171929e-58,4.6045082477934734e-57,True
A1_arxiv,fineweb_edu,dsir_books,1419,-0.2572698621969082,6.925743336429138e-23,2.5394392233573505e-22,True
A1_arxiv,fineweb_edu,dsir_wiki,1419,-0.2612877519573806,1.4014374202731398e-23,5.395534068051589e-23,True
A1_arxiv,fineweb_edu,dsir_math,1419,-0.24036356005647105,4.257179367583545e-20,1.4461888733997043e-19,True
