coordinate_id,policy_mode,budget_FLOPs,context_tokens,coordinate_scale_assumed,coordinate_offset_assumed,upstream_loss_stress_delta_assumed,feasible_policies,all_feasible_policies_supported,best_quality_families,unique_winner,policy_score_spread
Gemma2 report,fixed_recipe,1e+24,8192,1.1,-0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,-0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.0,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.0,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.0,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.1,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,8192,1.1,0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,-0.1,0.0,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,-0.1,0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.0,-0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.0,0.0,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.0,0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.1,-0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.1,0.0,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,0.9,0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,1.0,-0.1,0.0,3,False,,,
Gemma2 report,fixed_recipe,1e+24,131072,1.0,-0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.0,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.0,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.0,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.1,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.0,0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,-0.1,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,-0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,-0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.0,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.0,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.0,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.1,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,fixed_recipe,1e+24,131072,1.1,0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,independent_native_Q,1e+19,2048,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,2048,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+19,8192,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,-0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,-0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,-0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.0,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.0,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.0,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,0.9,0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,-0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,-0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,-0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.0,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.0,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.0,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.0,0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,-0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,-0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,-0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.0,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.0,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.0,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.1,-0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.1,0.0,0,False,,,
Gemma2 report,independent_native_Q,1e+19,131072,1.1,0.1,0.05,0,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,2048,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,8192,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+20,131072,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,0.9,0.1,0.05,3,True,logarithmic,True,0.31869467604170865
Gemma2 report,independent_native_Q,1e+22,2048,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,2048,1.0,-0.1,0.05,3,True,logarithmic,True,0.35284144326761435
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.0,-0.05,3,True,logarithmic,True,0.35284144326758593
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.0,0.0,3,True,logarithmic,True,0.3410256127429747
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.0,0.05,3,True,logarithmic,True,0.3274294422932975
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.1,-0.05,3,True,logarithmic,True,0.3274294422932975
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.1,0.0,3,True,logarithmic,True,0.3123822041786575
Gemma2 report,independent_native_Q,1e+22,2048,1.0,0.1,0.05,3,True,logarithmic,True,0.2962234324158608
Gemma2 report,independent_native_Q,1e+22,2048,1.1,-0.1,-0.05,3,True,logarithmic,True,0.361461935371473
Gemma2 report,independent_native_Q,1e+22,2048,1.1,-0.1,0.0,3,True,logarithmic,True,0.3433081115873087
Gemma2 report,independent_native_Q,1e+22,2048,1.1,-0.1,0.05,3,True,logarithmic,True,0.3236829193515227
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.0,-0.05,3,True,logarithmic,True,0.3273382413823356
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.0,0.0,3,True,logarithmic,True,0.3068744039122855
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.0,0.05,3,True,logarithmic,True,0.2858092884454315
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.1,-0.05,3,True,logarithmic,True,0.2896641630382639
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.1,0.0,3,True,logarithmic,True,0.2684263408058136
Gemma2 report,independent_native_Q,1e+22,2048,1.1,0.1,0.05,3,True,logarithmic,True,0.2473224736710371
Gemma2 report,independent_native_Q,1e+22,8192,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,0.9,0.1,0.05,3,True,logarithmic,True,0.2984830374254557
Gemma2 report,independent_native_Q,1e+22,8192,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,8192,1.0,-0.1,0.05,3,True,logarithmic,True,0.33017183149344476
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.0,-0.05,3,True,logarithmic,True,0.33017183149345186
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.0,0.0,3,True,logarithmic,True,0.31863386900049306
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.0,0.05,3,True,logarithmic,True,0.3054862631100086
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.1,-0.05,3,True,logarithmic,True,0.3054862631100086
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.1,0.0,3,True,logarithmic,True,0.2910427367621651
Gemma2 report,independent_native_Q,1e+22,8192,1.0,0.1,0.05,3,True,logarithmic,True,0.27562352055992534
Gemma2 report,independent_native_Q,1e+22,8192,1.1,-0.1,-0.05,3,True,logarithmic,True,0.33693746803264446
Gemma2 report,independent_native_Q,1e+22,8192,1.1,-0.1,0.0,3,True,logarithmic,True,0.31947722329316264
Gemma2 report,independent_native_Q,1e+22,8192,1.1,-0.1,0.05,3,True,logarithmic,True,0.3007353818438041
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.0,-0.05,3,True,logarithmic,True,0.30421740486922744
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.0,0.0,3,True,logarithmic,True,0.28476808777238105
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.0,0.05,3,True,logarithmic,True,0.26484625907494674
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.1,-0.05,3,True,logarithmic,True,0.2684852764489527
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.1,0.0,3,True,logarithmic,True,0.24846993682674068
Gemma2 report,independent_native_Q,1e+22,8192,1.1,0.1,0.05,3,True,logarithmic,True,0.2286543588351826
Gemma2 report,independent_native_Q,1e+22,131072,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.0,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+22,131072,1.1,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.0,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.0,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,0.9,0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,1.0,-0.1,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,1.0,-0.1,0.0,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,1.0,-0.1,0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.0,-0.05,3,False,,,
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.0,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.0,0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.1,-0.05,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.1,0.0,3,True,exponential;power;logarithmic,False,0.0
Gemma2 report,independent_native_Q,1e+24,2048,1.0,0.1,0.05,3,True,exponential;power;logarithmic,False,0.0
