Model,N_params_B,D_tokens_B,Val_Loss,LB_Average,LB_IFEval,LB_BBH,LB_MATH,LB_GPQA,LB_MUSR,LB_MMLU_PRO,Loss_Source,Loss_Comparability,S,z,logN,grade,report_family
01-ai/Yi-34B-200K,34.389,,1.9,20.01347533597433,15.424850507763844,36.02211028900003,5.740181268882175,14.205816554809845,9.414843749999998,39.27304964539008,Yi technical report,"Medium (different validation set, approximate)",20.01347533597433,-1.3854523653125448,1.5364195471277338,medium,yi
01-ai/Yi-34B-Chat,34.389,,1.9,24.226662652803373,46.98887839820566,37.623987597243485,6.268882175226587,11.74496644295302,8.363802083333338,34.369459219858165,Yi technical report,"Medium (different validation set, approximate)",24.226662652803373,-1.1402926915524925,1.5364195471277338,medium,yi
01-ai/Yi-6B-200K,6.061,,2.1,11.99609829883284,8.433068702154728,20.148020103768047,1.812688821752266,4.250559284116329,16.842447916666668,20.489804964539008,Yi technical report,"Medium (different validation set, approximate)",11.996098298832841,-1.9927996958545646,0.7825442840100101,medium,yi
01-ai/Yi-6B-Chat,6.061,,2.1,14.11765000523676,33.95213588833185,17.00016656742376,1.3595166163141994,5.92841163310962,3.5656250000000003,22.90004432624113,Yi technical report,"Medium (different validation set, approximate)",14.11765000523676,-1.8055525483485901,0.7825442840100101,medium,yi
EleutherAI/gpt-neox-20b,20.739,,1.9,6.1165221524743325,25.86880587951081,4.929114201526899,1.3595166163141994,0.0,2.816666666666666,1.725029550827422,GPT-NeoX paper,"Medium (different validation set, approximate)",6.1165221524743325,-2.731060756712037,1.316787811602096,medium,gpt_neox
Qwen/Qwen2-0.5B-Instruct,0.494,,2.84,6.586780633287707,22.466610814860125,5.876044259408482,2.8700906344410875,0.0,2.408854166666666,5.89908392434988,Qwen2 report,"Medium (different validation set, approximate)",6.586780633287707,-2.6519681640685984,-0.30627305107635305,medium,qwen
Qwen/Qwen2-1.5B-Instruct,1.544,,2.63,14.141936815181689,33.712327734854625,13.695346827502664,7.175226586102719,1.5659955257270708,12.026822916666667,16.675901300236408,Qwen2 report,"Medium (different validation set, approximate)",14.141936815181689,-1.803550879425301,0.18864729599971736,medium,qwen
Qwen/Qwen2-57B-A14B-Instruct,57.409,,1.9,33.015868823547095,63.37783747124297,41.785917734842535,28.172205438066467,10.850111856823268,14.183593749999996,39.725546690307326,Qwen2 MoE report,"Medium (different validation set, approximate)",33.015868823547095,-0.7074674239006584,1.7589799820136856,medium,qwen
Qwen/Qwen2-7B-Instruct,7.616,,2.2,27.93668778218485,56.79075962889577,37.80839092310167,27.64350453172205,6.375838926174497,7.365625,31.636007683215123,Qwen2 report,"Medium (different validation set, approximate)",27.93668778218485,-0.9476042697071815,0.8817269353764179,medium,qwen
Qwen/Qwen2.5-0.5B-Instruct,0.494,,2.81,10.107543850719257,31.52912051135432,8.169502268182768,10.347432024169184,1.230425055928408,1.3734374999999996,7.99534574468085,Qwen2.5 report,"Medium (different validation set, approximate)",10.107543850719255,-2.18533196319837,-0.30627305107635305,medium,qwen
Qwen/Qwen2.5-1.5B-Instruct,1.5,,2.58,18.430509141644382,44.75569267321818,19.80978649735897,22.05438066465257,0.7829977628635317,3.1890625000000004,19.99113475177305,Qwen2.5 report,"Medium (different validation set, approximate)",18.430509141644382,-1.4874479085175123,0.17609125905568124,medium,qwen
Qwen/Qwen2.5-14B-Instruct,14.77,,2.02,41.30945747711163,81.57776920792386,48.36070661282705,54.7583081570997,9.61968680089485,10.157812500000004,43.382461583924346,Qwen2.5 report,"Medium (different validation set, approximate)",41.30945747711163,-0.35118713004529994,1.1693804953119495,medium,qwen
Qwen/Qwen2.5-14B-Instruct-1M,14.77,,2.02,41.559026792386994,84.1356489669632,45.65828060023316,53.02114803625378,12.416107382550338,11.350000000000003,42.77297576832151,Qwen2.5 report,"Medium (different validation set, approximate)",41.559026792386994,-0.3409024908247276,1.1693804953119495,medium,qwen
Qwen/Qwen2.5-32B-Instruct,32.764,,1.95,46.59714569921449,83.46121623957765,56.48934826159387,62.53776435045317,11.74496644295302,13.498958333333327,51.85062056737589,Qwen2.5 report,"Medium (different validation set, approximate)",46.59714569921449,-0.13632490769739158,1.5153969172605857,medium,qwen
Qwen/Qwen2.5-72B-Instruct,72.706,,1.85,47.98045991216864,86.3837949972739,61.87325566878789,59.818731117824775,16.666666666666664,11.742187500000004,51.39812352245864,Qwen2.5 report,"Medium (different validation set, approximate)",47.98045991216864,-0.08082557605397238,1.8615702521158346,medium,qwen
Qwen/Qwen2.5-7B-Instruct,7.616,,2.15,35.200108659947965,75.85251576926998,34.89211675876548,50.0,5.480984340044745,8.453906250000001,36.52112884160757,Qwen2.5 report,"Medium (different validation set, approximate)",35.200108659947965,-0.6102547569761475,0.8817269353764179,medium,qwen
Qwen/Qwen2.5-7B-Instruct-1M,7.616,,2.15,32.76394723937119,74.47616767953474,35.02629094112727,43.353474320241695,6.375838926174497,9.520572916666667,27.83133865248227,Qwen2.5 report,"Medium (different validation set, approximate)",32.76394723937119,-0.7188808617499906,0.8817269353764179,medium,qwen
bigscience/bloom-7b1,7.069,,2.35,3.795510241848182,13.221696210499251,4.038808518979752,0.5287009063444109,1.9015659955257265,1.920572916666666,1.1617169030732852,BLOOM paper,"Medium (different validation set, approximate)",3.795510241848182,-3.232657174775512,0.8493579816612989,medium,bloom
google/gemma-2-27b-it,27.227,,1.95,36.17428251510342,79.77677008116243,49.27284215130387,23.867069486404837,16.666666666666664,9.112760416666667,38.34958628841608,Gemma2 report,"Medium (different validation set, approximate)",36.17428251510342,-0.5678077659054166,1.4349997913501735,medium,gemma
google/gemma-2-2b-it,2.614,,2.39,17.046939294966545,56.68337788179808,17.980792881523424,0.0755287009063444,3.243847874720355,7.077343750000001,17.22074468085106,Gemma2 report,"Medium (different validation set, approximate)",17.046939294966545,-1.582304240024465,0.4173055832445255,medium,gemma
google/gemma-2-2b-jpn-it,2.614,,2.39,17.11540570593849,50.77826832803628,18.525626449832732,3.474320241691843,4.697986577181204,7.681510416666669,17.53472222222222,Gemma2 report,"Medium (different validation set, approximate)",17.115405705938496,-1.5774702336584554,0.4173055832445255,medium,gemma
google/gemma-2-9b-it,9.0,,2.1,32.07276025267082,74.35626360279613,42.136619683664655,19.486404833836858,14.76510067114094,9.742187500000002,31.949985224586293,Gemma2 report,"Medium (different validation set, approximate)",32.07276025267082,-0.750430048977745,0.9542425094393249,medium,gemma
google/gemma-7b-it,8.538,,2.24,13.067087110466217,38.68324933398937,11.940832085290182,2.9456193353474323,4.586129753914992,12.528385416666667,7.7183067375886525,Gemma report,"Medium (different validation set, approximate)",13.067087110466217,-1.8950400705472548,0.931356150467928,medium,gemma
meta-llama/Meta-Llama-3-70B-Instruct,70.554,,1.71,36.37222412927012,80.99077115387172,50.18513318440344,24.47129909365559,4.921700223713646,10.92057291666667,46.74386820330969,Llama3 technical report,"Medium (different validation set, approximate)",36.37222412927012,-0.5592446925532487,1.8485216407506466,medium,llama
meta-llama/Meta-Llama-3-8B-Instruct,8.03,,1.76,23.90873569393684,74.08398604591373,28.24494957634361,8.685800604229607,1.230425055928408,1.602864583333335,29.604388297872337,Llama3 technical report,"Medium (different validation set, approximate)",23.908735693936837,-1.15768956361828,0.9047155452786809,medium,llama
microsoft/phi-1,1.418,,2.32,5.574318195377169,20.6805719934219,4.273999212214679,0.9818731117824772,2.0134228187919474,3.697135416666667,1.798906619385342,Phi-1.5 paper,"Medium (different validation set, approximate)",5.574318195377169,-2.8296430760928293,0.1516762308470477,medium,phi
tiiuae/falcon-40b-instruct,40.0,,2.05,10.484506782098748,24.54487426694504,17.220114203264526,1.9637462235649543,0.0,5.161979166666666,14.016326832151298,Falcon technical report,"Medium (different validation set, approximate)",10.484506782098748,-2.1445130959656282,1.6020599913279623,medium,falcon
tiiuae/falcon-7b-instruct,7.0,,2.25,5.1165739086852,19.68886997610784,4.823178460674432,1.2084592145015105,0.0,3.2539062500000004,1.725029550827422,Falcon technical report,"Medium (different validation set, approximate)",5.116573908685201,-2.920163987723825,0.8450980400142568,medium,falcon
