filter,type,horizon_months,scenario,eta,drift_retention,frontier_quantile,anchor_window_months,score
permissive_label,pretrained,12,historical_growth,0.5,1.0,0.9,2,24.311185309301273
permissive_label,pretrained,12,historical_growth,0.75,0.0,0.9,2,20.471329684018663
permissive_label,pretrained,12,historical_growth,0.75,0.5,0.9,2,23.333812913356418
permissive_label,pretrained,12,historical_growth,0.75,1.0,0.9,2,26.463367170381293
permissive_label,pretrained,12,historical_growth,0.5,0.5,0.85,2,21.066311652491283
permissive_label,pretrained,12,historical_growth,0.5,0.5,0.95,2,23.83014883483505
permissive_label,pretrained,12,historical_growth,0.5,0.5,0.9,1,21.397085023274435
permissive_label,pretrained,12,historical_growth,0.5,0.5,0.9,3,21.387300598123197
permissive_label,pretrained,12,half_growth,0.25,0.0,0.9,2,16.229217206428416
permissive_label,pretrained,12,half_growth,0.25,0.5,0.9,2,18.6375399004156
permissive_label,pretrained,12,half_growth,0.25,1.0,0.9,2,21.312321653243142
permissive_label,pretrained,12,half_growth,0.5,0.0,0.9,2,17.016824352847596
permissive_label,pretrained,12,half_growth,0.5,0.5,0.9,2,19.514796526603963
permissive_label,pretrained,12,half_growth,0.5,1.0,0.9,2,22.28100087864522
permissive_label,pretrained,12,half_growth,0.75,0.0,0.9,2,17.834516740578405
permissive_label,pretrained,12,half_growth,0.75,0.5,0.9,2,20.42298026710399
permissive_label,pretrained,12,half_growth,0.75,1.0,0.9,2,23.280681916583795
permissive_label,pretrained,12,half_growth,0.5,0.5,0.85,2,19.238226108566323
permissive_label,pretrained,12,half_growth,0.5,0.5,0.95,2,21.828549795901147
permissive_label,pretrained,12,half_growth,0.5,0.5,0.9,1,19.54740402701426
permissive_label,pretrained,12,half_growth,0.5,0.5,0.9,3,19.53825517655014
permissive_label,pretrained,12,quarter_growth,0.25,0.0,0.9,2,15.84656430196227
permissive_label,pretrained,12,quarter_growth,0.25,0.5,0.9,2,18.210447337454994
permissive_label,pretrained,12,quarter_growth,0.25,1.0,0.9,2,20.839634123748688
permissive_label,pretrained,12,quarter_growth,0.5,0.0,0.9,2,16.229217206428416
permissive_label,pretrained,12,quarter_growth,0.5,0.5,0.9,2,18.6375399004156
permissive_label,pretrained,12,quarter_growth,0.5,1.0,0.9,2,21.312321653243142
permissive_label,pretrained,12,quarter_growth,0.75,0.0,0.9,2,16.619285372884153
permissive_label,pretrained,12,quarter_growth,0.75,0.5,0.9,2,19.072313370329258
permissive_label,pretrained,12,quarter_growth,0.75,1.0,0.9,2,21.79277911062457
permissive_label,pretrained,12,quarter_growth,0.5,0.5,0.85,2,18.37056451100731
permissive_label,pretrained,12,quarter_growth,0.5,0.5,0.95,2,20.87425789425743
permissive_label,pretrained,12,quarter_growth,0.5,0.5,0.9,1,18.669021587800543
permissive_label,pretrained,12,quarter_growth,0.5,0.5,0.9,3,18.66018849662744
permissive_label,pretrained,12,no_growth,0.25,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,12,no_growth,0.25,0.5,0.9,2,17.791001817528866
permissive_label,pretrained,12,no_growth,0.25,1.0,0.9,2,20.374715787105945
permissive_label,pretrained,12,no_growth,0.5,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,12,no_growth,0.5,0.5,0.9,2,17.791001817528866
permissive_label,pretrained,12,no_growth,0.5,1.0,0.9,2,20.374715787105945
permissive_label,pretrained,12,no_growth,0.75,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,12,no_growth,0.75,0.5,0.9,2,17.791001817528866
permissive_label,pretrained,12,no_growth,0.75,1.0,0.9,2,20.374715787105945
permissive_label,pretrained,12,no_growth,0.5,0.5,0.85,2,17.533539539272613
permissive_label,pretrained,12,no_growth,0.5,0.5,0.95,2,19.951037670236065
permissive_label,pretrained,12,no_growth,0.5,0.5,0.9,1,17.821366779170535
permissive_label,pretrained,12,no_growth,0.5,0.5,0.9,3,17.812846909740795
permissive_label,pretrained,24,historical_growth,0.25,0.0,0.9,2,18.68265481917429
permissive_label,pretrained,24,historical_growth,0.25,0.5,0.9,2,24.311185309301273
permissive_label,pretrained,24,historical_growth,0.25,1.0,0.9,2,30.989207775682836
permissive_label,pretrained,24,historical_growth,0.5,0.0,0.9,2,22.38411298055316
permissive_label,pretrained,24,historical_growth,0.5,0.5,0.9,2,28.73374497867399
permissive_label,pretrained,24,historical_growth,0.5,1.0,0.9,2,36.04801502861156
permissive_label,pretrained,24,historical_growth,0.75,0.0,0.9,2,26.579215144709217
permissive_label,pretrained,24,historical_growth,0.75,0.5,0.9,2,33.60364558298413
permissive_label,pretrained,24,historical_growth,0.75,1.0,0.9,2,41.43678784570645
permissive_label,pretrained,24,historical_growth,0.5,0.5,0.85,2,28.37257852949656
permissive_label,pretrained,24,historical_growth,0.5,0.5,0.95,2,31.709895283993525
permissive_label,pretrained,24,historical_growth,0.5,0.5,0.9,1,28.77624904627518
permissive_label,pretrained,24,historical_growth,0.5,0.5,0.9,3,28.764325107971242
permissive_label,pretrained,24,half_growth,0.25,0.0,0.9,2,17.016824352847596
permissive_label,pretrained,24,half_growth,0.25,0.5,0.9,2,22.28100087864522
permissive_label,pretrained,24,half_growth,0.25,1.0,0.9,2,28.61216586008606
permissive_label,pretrained,24,half_growth,0.5,0.0,0.9,2,18.68265481917429
permissive_label,pretrained,24,half_growth,0.5,0.5,0.9,2,24.311185309301273
permissive_label,pretrained,24,half_growth,0.5,1.0,0.9,2,30.989207775682836
permissive_label,pretrained,24,half_growth,0.75,0.0,0.9,2,20.471329684018663
permissive_label,pretrained,24,half_growth,0.75,0.5,0.9,2,26.463367170381293
permissive_label,pretrained,24,half_growth,0.75,1.0,0.9,2,33.471138516750926
permissive_label,pretrained,24,half_growth,0.5,0.5,0.85,2,23.986897635833948
permissive_label,pretrained,24,half_growth,0.5,0.5,0.95,2,27.002825671004086
permissive_label,pretrained,24,half_growth,0.5,0.5,0.9,1,24.349382553363018
permissive_label,pretrained,24,half_growth,0.5,0.5,0.9,3,24.338666128088647
permissive_label,pretrained,24,quarter_growth,0.25,0.0,0.9,2,16.229217206428416
permissive_label,pretrained,24,quarter_growth,0.25,0.5,0.9,2,21.312321653243142
permissive_label,pretrained,24,quarter_growth,0.25,1.0,0.9,2,27.465507963559972
permissive_label,pretrained,24,quarter_growth,0.5,0.0,0.9,2,17.016824352847596
permissive_label,pretrained,24,quarter_growth,0.5,0.5,0.9,2,22.28100087864522
permissive_label,pretrained,24,quarter_growth,0.5,1.0,0.9,2,28.61216586008606
permissive_label,pretrained,24,quarter_growth,0.75,0.0,0.9,2,17.834516740578405
permissive_label,pretrained,24,quarter_growth,0.75,0.5,0.9,2,23.280681916583795
permissive_label,pretrained,24,quarter_growth,0.75,1.0,0.9,2,29.787036530732244
permissive_label,pretrained,24,quarter_growth,0.5,0.5,0.85,2,21.975931133267558
permissive_label,pretrained,24,quarter_growth,0.5,0.5,0.95,2,24.821580080460862
permissive_label,pretrained,24,quarter_growth,0.5,0.5,0.9,1,22.31694885022333
permissive_label,pretrained,24,quarter_growth,0.5,0.5,0.9,3,22.306863163644724
permissive_label,pretrained,24,no_growth,0.25,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,24,no_growth,0.25,0.5,0.9,2,20.374715787105945
permissive_label,pretrained,24,no_growth,0.25,1.0,0.9,2,26.347842929115085
permissive_label,pretrained,24,no_growth,0.5,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,24,no_growth,0.5,0.5,0.9,2,20.374715787105945
permissive_label,pretrained,24,no_growth,0.5,1.0,0.9,2,26.347842929115085
permissive_label,pretrained,24,no_growth,0.75,0.0,0.9,2,15.47126732608538
permissive_label,pretrained,24,no_growth,0.75,0.5,0.9,2,20.374715787105945
permissive_label,pretrained,24,no_growth,0.75,1.0,0.9,2,26.347842929115085
permissive_label,pretrained,24,no_growth,0.5,0.5,0.85,2,20.089000174133858
permissive_label,pretrained,24,no_growth,0.5,0.5,0.95,2,22.761591071290017
permissive_label,pretrained,24,no_growth,0.5,0.5,0.9,1,20.408395799018226
permissive_label,pretrained,24,no_growth,0.5,0.5,0.9,3,20.398946149971138
